store_number,store_url,name,street,city,state,postal_code,country,phone,facility_type,latitude,longitude,hours,complete_address
28,https://www.nike.com/retail/s/nikelab-21m-nyc,Nike 21M,21 Mercer St.  ,New York,NY,10013,US,+1 (212) 226-5433,NIKE_OWNED_STORE,40.720772,-74.00198,"monday:Closed, tuesday:Closed, wednesday:Closed, thursday:Closed, friday:Closed, saturday:Closed, sunday:Closed",21 Mercer St.   New York NY 10013
169,https://www.nike.com/retail/s/nike-factory-store-cypress,Nike Factory Store - Cypress,Houston Premium Outlets 29300 Hempstead Rd. Suite 501 ,Cypress,TX,77433,US,+1 (281) 758-1966,NIKE_OWNED_STORE,29.997371,-95.756534,"monday:11:00 - 08:00, tuesday:11:00 - 08:00, wednesday:11:00 - 08:00, thursday:11:00 - 08:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:11:00 - 07:00",Houston Premium Outlets 29300 Hempstead Rd. Suite 501  Cypress TX 77433
8967,https://www.nike.com/retail/s/nike-phoenix-mall,Nike Phoenix Mall,"Phoenix Mall, F-16B, Phoenix United  ",Lucknow,Uttar Pradesh,226005,IN,1-800-344-6453,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,26.7984161,80.8966872,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00","Phoenix Mall, F-16B, Phoenix United   Lucknow Uttar Pradesh 226005"
87099,https://www.nike.com/retail/s/nike-pyeongtaek-jungang,나이키 평택 중앙,평택로 56  ,평택시,경기도,17911,KR,+82 31 655 3044,FRANCHISEE_PARTNER_STORE,36.99251935,127.086341,"monday:11:00 - 10:00, tuesday:11:00 - 10:00, wednesday:11:00 - 10:00, thursday:11:00 - 10:00, friday:11:00 - 10:00, saturday:11:00 - 10:00, sunday:11:00 - 10:00",평택로 56   평택시 경기도 17911
3930,https://www.nike.com/retail/s/耐克赣州和谐换季优惠店-ganzhou-hexie,NIKE赣州和谐换季优惠店,江西赣州市章贡区沙石镇楼梯村323国道旁（和谐大道18号）  ,赣州,江西省,341000,CN,+ 86 797-8327415,NIKE_OWNED_STORE,25.802144,114.945778,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00",江西赣州市章贡区沙石镇楼梯村323国道旁（和谐大道18号）   赣州 江西省 341000
56817,https://www.nike.com/retail/s/nike-lotte-world-mall,나이키 롯데월드몰,올림픽로 300 롯데월드몰 3F  ,송파구,서울특별시,05551,KR,+82 2 3213 4324,FRANCHISEE_PARTNER_STORE,37.513008,127.102732,"monday:10:30 - 09:30, tuesday:10:30 - 09:30, wednesday:10:30 - 09:30, thursday:10:30 - 09:30, friday:10:30 - 09:30, saturday:10:30 - 09:30, sunday:10:30 - 09:30",올림픽로 300 롯데월드몰 3F   송파구 서울특별시 05551
282,https://www.nike.com/retail/s/nike-factory-store-dorchester,Nike Factory Store - Dorchester,33 District Ave.  ,Dorchester,MA,02125,US,6179293978,NIKE_OWNED_STORE,42.325773,-71.062154,"monday:10:00 - 06:00, tuesday:10:00 - 06:00, wednesday:10:00 - 06:00, thursday:10:00 - 06:00, friday:10:00 - 08:00, saturday:10:00 - 08:00, sunday:12:00 - 06:00",33 District Ave.   Dorchester MA 02125
78524,https://www.nike.com/retail/s/nike-dcube-geoje,나이키 디큐브 거제,장평로 12 대성산업(주) 디큐브백화점  ,거제시,경상남도,53267,KR,+82 55 680 0588,FRANCHISEE_PARTNER_STORE,34.89115499,128.6162849,"monday:10:30 - 07:30, tuesday:10:30 - 07:30, wednesday:10:30 - 07:30, thursday:10:30 - 07:30, friday:10:30 - 07:30, saturday:10:30 - 07:30, sunday:10:30 - 07:30",장평로 12 대성산업(주) 디큐브백화점   거제시 경상남도 53267
4017,https://www.nike.com/retail/s/耐克重庆南坪换季优惠店,NIKE重庆南坪换季优惠店,南岸区南坪西路38号B1层购B1F-002单元  ,重庆,重庆,400000,CN,+86 23-62909176,NIKE_OWNED_STORE,29.52848,106.56259,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 09:00",南岸区南坪西路38号B1层购B1F-002单元   重庆 重庆 400000
6512,https://www.nike.com/retail/s/nike-factory-store-rivadavia,Nike Factory Store - Rivadavia,Av. Rivadavia 8961  ,Capital Federal,Buenos Aires,C1407DYL,AR,+54 11 4671 8218,NIKE_OWNED_STORE,-34.635752,-58.490459,"monday:10:00 - 08:00, tuesday:10:00 - 08:00, wednesday:10:00 - 08:00, thursday:10:00 - 08:00, friday:10:00 - 08:00, saturday:10:00 - 08:00, sunday:Closed",Av. Rivadavia 8961   Capital Federal Buenos Aires C1407DYL
195339,https://www.nike.com/retail/s/jordan-6-nanmenwai,JORDAN 6 NANMENWAI,天津市南开区南门外大街6号大悦城南区一层  ,天津,天津,300199,CN,+022-87352806,FRANCHISEE_PARTNER_STORE,39.135161,117.179935,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00",天津市南开区南门外大街6号大悦城南区一层   天津 天津 300199
190845,https://www.nike.com/retail/s/耐克哈尔滨松雷体验店,耐克哈尔滨松雷体验店,哈尔滨市南岗区东大直街329号 松雷商业大厦负一  ,哈尔滨,黑龙江,150000,CN,+0451-58827583,FRANCHISEE_PARTNER_STORE,45.759082,126.643613,"monday:09:00 - 09:00, tuesday:09:00 - 09:00, wednesday:09:00 - 09:00, thursday:09:00 - 09:00, friday:09:00 - 09:00, saturday:09:00 - 09:00, sunday:09:00 - 09:00",哈尔滨市南岗区东大直街329号 松雷商业大厦负一   哈尔滨 黑龙江 150000
574,https://www.nike.com/retail/s/nike-chatswood,Nike Chatswood,Westfield Chatswood 1 Anderson St. Shop 542-543,Chatswood,New South Wales,2067,AU,(02) 94113688,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,-33.79641264273069,151.1843414262344,"monday:09:30 - 05:30, tuesday:09:30 - 05:30, wednesday:09:30 - 05:30, thursday:09:30 - 08:30, friday:09:00 - 06:00, saturday:09:00 - 06:00, sunday:10:00 - 06:00",Westfield Chatswood 1 Anderson St. Shop 542-543 Chatswood New South Wales 2067
999,https://www.nike.com/retail/s/nike-factory-store-warsaw-annopol,Warsaw Annopol Nike Factory Store,Factory Annopol Warszawa  ,Warszawa,,03-236,PL,+48 2244 19134,NIKE_OWNED_STORE,52.300361,21.026775,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:Closed",Factory Annopol Warszawa   Warszawa  03-236
27053,https://www.nike.com/retail/s/nike-hd-apgujeong,나이키 현대 압구정,압구정로 165 현대백화점압구정본점 B2  ,강남구,서울특별시,06001,KR,+82 2 3438 6278,FRANCHISEE_PARTNER_STORE,37.52758644,127.0273034,"monday:10:30 - 07:30, tuesday:10:30 - 07:30, wednesday:10:30 - 07:30, thursday:10:30 - 07:30, friday:10:30 - 08:30, saturday:10:30 - 08:30, sunday:10:30 - 08:30",압구정로 165 현대백화점압구정본점 B2   강남구 서울특별시 06001
276,https://www.nike.com/retail/s/nike-westlake,Nike Westlake,The Promenade at Westlake 120 S Westlake Blvd. Suite A ,Thousand Oaks,CA,91362,US,805-379-0006,NIKE_OWNED_STORE,34.159334,-118.823123,"monday:10:00 - 07:00, tuesday:10:00 - 07:00, wednesday:10:00 - 07:00, thursday:10:00 - 07:00, friday:10:00 - 07:00, saturday:10:00 - 07:00, sunday:10:00 - 06:00",The Promenade at Westlake 120 S Westlake Blvd. Suite A  Thousand Oaks CA 91362
3830,https://www.nike.com/retail/s/耐克福州世纪金源换季优惠店,NIKE福州世纪金源换季优惠店,连江县欢乐大道世纪金源奥特莱斯广场E1023-028号  ,连江,福建省,350500,CN,+86 591-38180096,NIKE_OWNED_STORE,26.24058,119.409476,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00",连江县欢乐大道世纪金源奥特莱斯广场E1023-028号   连江 福建省 350500
2682,https://www.nike.com/retail/s/nsp-armada,Nike Store Armada (Partnered),"Armada Avm Beştepe, Dumlupınar Blv. No:6 Kat:2 Armada Avm. Yenimahalle",ANKARA,,06520,TR,+90 312 219 03 35,FRANCHISEE_PARTNER_STORE,39.912748,32.808721,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00","Armada Avm Beştepe, Dumlupınar Blv. No:6 Kat:2 Armada Avm. Yenimahalle ANKARA  06520"
529,https://www.nike.com/retail/s/ashford-nike-factory-store,Nike Unite Ashford,64-69 Kimberley Way Ashford Designer Outlet ,Ashford,,TN24 0SD,GB,01233 661894,NIKE_OWNED_STORE,51.135733,0.875993,"monday:10:00 - 08:00, tuesday:10:00 - 08:00, wednesday:10:00 - 08:00, thursday:10:00 - 08:00, friday:10:00 - 08:00, saturday:10:00 - 08:00, sunday:11:00 - 05:00",64-69 Kimberley Way Ashford Designer Outlet  Ashford  TN24 0SD
2491,https://www.nike.com/retail/s/nike-store-mall-of-the-netherlands,Nike Store Mall Of The Netherlands (Partnered),Liguster 202  ,Leidschendam,,2262 AC,NL,+31 20 721 9453,FRANCHISEE_PARTNER_STORE,52.09035,4.38395,"monday:11:00 - 08:00, tuesday:10:00 - 08:00, wednesday:10:00 - 08:00, thursday:10:00 - 08:00, friday:10:00 - 08:00, saturday:10:00 - 08:00, sunday:12:00 - 06:00",Liguster 202   Leidschendam  2262 AC
841,https://www.nike.com/retail/s/nike-store-berlin,Nike Store Berlin,Tauentzienstrasse 9  ,Berlin,Berlin,10789,DE,+49 30263982025,NIKE_OWNED_STORE,52.504171,13.337433,"monday:10:00 - 08:00, tuesday:10:00 - 08:00, wednesday:10:00 - 08:00, thursday:10:00 - 08:00, friday:10:00 - 08:00, saturday:10:00 - 08:00, sunday:Closed",Tauentzienstrasse 9   Berlin Berlin 10789
666,https://www.nike.com/retail/s/claye-souilly-nike-factory-store,Nike Unite Claye Souilly,Centre commercial Shopping Promenade 3 rue Robert Schumann ,Claye Souilly,,77410,FR,+33 182350665,NIKE_OWNED_STORE,48.94912,2.66161,"monday:10:00 - 07:00, tuesday:10:00 - 07:00, wednesday:10:00 - 07:00, thursday:10:00 - 07:00, friday:10:00 - 07:00, saturday:10:00 - 07:00, sunday:10:00 - 07:00",Centre commercial Shopping Promenade 3 rue Robert Schumann  Claye Souilly  77410
2684,https://www.nike.com/retail/s/nsp-gordion,Nike Store Gordion (Partnered),"Koru, Ankaralılar Cad. Gordion Avm.No2/204 Çankaya ",ANKARA,,06810,TR,+90 312 236 71 76,FRANCHISEE_PARTNER_STORE,39.90073,32.691222,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00","Koru, Ankaralılar Cad. Gordion Avm.No2/204 Çankaya  ANKARA  06810"
9823,https://www.nike.com/retail/s/nike-fountain-gate,Nike Fountain Gate,Westfield Fountain Gate 22-55 Overland Dr. Shop 1199,Fountain Gate,Victoria,3805,AU,+61 3 9964 7652,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,-38.01744079824269,145.3048742263883,"monday:09:00 - 05:00, tuesday:09:00 - 05:00, wednesday:09:00 - 05:00, thursday:09:00 - 09:00, friday:09:00 - 09:00, saturday:09:00 - 05:00, sunday:10:00 - 05:00",Westfield Fountain Gate 22-55 Overland Dr. Shop 1199 Fountain Gate Victoria 3805
247,https://www.nike.com/retail/s/nike-factory-store-redlands,Nike Factory Store - Redlands,Mountain Grove at Citrus Plaza 27641 San Bernardino Ave. Suite 100 ,Redlands,CA,92374,US,+1 (909) 307-8903,NIKE_OWNED_STORE,34.076247,-117.2027,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:11:00 - 07:00",Mountain Grove at Citrus Plaza 27641 San Bernardino Ave. Suite 100  Redlands CA 92374
6415,https://www.nike.com/retail/s/nike-factory-store-curauma,Nike Factory Store - Curauma,Av. Lomas de la Luz 4650 Placilla de Penuelas ,Valparaiso,Región de Valparaíso,3100000,CL,+56 32 2366 2940,NIKE_OWNED_STORE,-33.133705,-71.570717,"monday:10:00 - 08:00, tuesday:10:00 - 08:00, wednesday:10:00 - 08:00, thursday:10:00 - 08:00, friday:10:00 - 08:00, saturday:10:00 - 08:00, sunday:10:00 - 08:00",Av. Lomas de la Luz 4650 Placilla de Penuelas  Valparaiso Región de Valparaíso 3100000
268523,https://www.nike.com/retail/s/nike-factory-store-burloak,Nike Factory Store - Burloak,Burloak Centre 3509 Wyecroft Rd. Building J,Oakville,Ontario,L6L 0B6,CA,905-827-4677,NIKE_OWNED_STORE,43.396518,-79.749438,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 06:00, sunday:11:00 - 05:00",Burloak Centre 3509 Wyecroft Rd. Building J Oakville Ontario L6L 0B6
UKR050,https://www.nike.com/retail/s/nike-store-river-mall,Nike River Mall,"12, Dniprovska Naberezhna St.  ",Kyiv,,2081,UA,380443643391,FRANCHISEE_PARTNER_STORE,50.405058,30.612352,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00","12, Dniprovska Naberezhna St.   Kyiv  2081"
1766,https://www.nike.com/retail/s/nike-brookfields-mall-coimbatore,Nike Brookfields Mall Coimbatore,"Shop No. G-10,  - Ground Floor,Brook fileds Mall, No. 67-71, Krishna Swamy Road  ",Coimbatore,Tamil Nadu,641001,IN,1-800-344-6453,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,11.0,76.96667,"monday:11:00 - 10:00, tuesday:11:00 - 10:00, wednesday:11:00 - 10:00, thursday:11:00 - 10:00, friday:11:00 - 10:00, saturday:11:00 - 10:00, sunday:11:00 - 10:00","Shop No. G-10,  - Ground Floor,Brook fileds Mall, No. 67-71, Krishna Swamy Road   Coimbatore Tamil Nadu 641001"
883,https://www.nike.com/retail/s/nike-paris-la-defense,Nike Paris La Defense,15 Parvis De La Defense Les Quatres Temps - Niveau Zero ,Puteaux,,92092,FR,+33 1 41 45 60 05,NIKE_OWNED_STORE,48.891782,2.237899,"monday:10:00 - 08:00, tuesday:10:00 - 08:00, wednesday:10:00 - 08:00, thursday:10:00 - 08:00, friday:10:00 - 08:00, saturday:10:00 - 08:00, sunday:10:00 - 08:00",15 Parvis De La Defense Les Quatres Temps - Niveau Zero  Puteaux  92092
522271,https://www.nike.com/retail/s/耐克天津m-plaza体验店,耐克天津M-PLAZA体验店,天津市和平区滨江道219号MPLAZA广场一层  ,天津,天津,300041,CN,17720062981,FRANCHISEE_PARTNER_STORE,39.121629,117.197318,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00",天津市和平区滨江道219号MPLAZA广场一层   天津 天津 300041
7235,https://www.nike.com/retail/s/nike-antofagasta,Nike Antofagasta,Av. Balmaceda 2355 Shops 247-251 ,Antofagasta,Antofagasta,1271968,CL,+56 55 246 6021,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,-23.645021,-70.402672,"monday:10:00 - 07:00, tuesday:10:00 - 07:00, wednesday:10:00 - 07:00, thursday:10:00 - 07:00, friday:10:00 - 07:00, saturday:Closed, sunday:Closed",Av. Balmaceda 2355 Shops 247-251  Antofagasta Antofagasta 1271968
2063,https://www.nike.com/retail/s/nike-factory-store-st-helens,Nike Unite St Helens,"Unit 2B, Milverny Way, St. Helens  ",LIVERPOOL,,WA9 1JF,GB,01744411123,NIKE_OWNED_STORE,53.4458,-2.7331,"monday:09:30 - 07:30, tuesday:09:30 - 07:30, wednesday:09:30 - 07:30, thursday:09:30 - 07:30, friday:09:30 - 07:30, saturday:09:30 - 05:30, sunday:11:00 - 05:00","Unit 2B, Milverny Way, St. Helens   LIVERPOOL  WA9 1JF"
3800,https://www.nike.com/retail/s/耐克上海金科换季优惠店,NIKE上海金科换季优惠店,浦东新区金科路3057号汇智广场1层  ,上海,上海,201203,CN,+86 21-68371766,NIKE_OWNED_STORE,31.20342,121.60135,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00",浦东新区金科路3057号汇智广场1层   上海 上海 201203
242345,https://www.nike.com/retail/s/耐克深圳万象城体验店,耐克深圳万象城体验店,罗湖区宝安南路1881号  ,深圳,广东,518001,CN,+86 0755-27575942,FRANCHISEE_PARTNER_STORE,22.5399,114.1115,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00",罗湖区宝安南路1881号   深圳 广东 518001
3195,https://www.nike.com/retail/s/ナイキファクトリーストア-南町田-nike-factory-store-minamimachida,ナイキファクトリーストア南町田- Nike Factory Store Minamimachida,鶴間3-4-1 南町田グランベリーパーク1F L111 ,町田市,東京都,194-8589,JP,+81 42 738 2973,NIKE_OWNED_STORE,35.508815,139.471974,"monday:10:00 - 08:00, tuesday:10:00 - 08:00, wednesday:10:00 - 08:00, thursday:10:00 - 08:00, friday:10:00 - 08:00, saturday:10:00 - 08:00, sunday:10:00 - 08:00",鶴間3-4-1 南町田グランベリーパーク1F L111  町田市 東京都 194-8589
62020,https://www.nike.com/retail/s/nike-moda-daegu,나이키 모다 대구,달서대로 411 모다아울렛 대구점 2층  ,달서구,대구광역시,42714,KR,053-593-4994,FRANCHISEE_PARTNER_STORE,35.83589,128.49138,"monday:11:00 - 09:00, tuesday:11:00 - 09:00, wednesday:11:00 - 09:00, thursday:11:00 - 09:00, friday:11:00 - 09:00, saturday:11:00 - 09:00, sunday:11:00 - 09:00",달서대로 411 모다아울렛 대구점 2층   달서구 대구광역시 42714
86170,https://www.nike.com/retail/s/nike-artz-pedregal,Nike Artz Pedregal,"Periférico Sur 3720, Col. Jardínes del Pedregal, ","Álvaro Obregón, Ciudad de México",CDMX,01900,MX,+55 5929 3261,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,19.3130469,-99.2196127,"monday:11:00 - 09:00, tuesday:11:00 - 09:00, wednesday:11:00 - 09:00, thursday:11:00 - 09:00, friday:11:00 - 09:00, saturday:11:00 - 09:00, sunday:11:00 - 09:00","Periférico Sur 3720, Col. Jardínes del Pedregal,  Álvaro Obregón, Ciudad de México CDMX 01900"
2032,https://www.nike.com/retail/s/nike-factory-store-rugby,Nike Factory Store Rugby,Elliott's Field Retail Park Leicester Rd. ,Rugby,,CV21 1SR,GB,+44(0)1788226150,NIKE_OWNED_STORE,52.38913,-1.25705,"monday:09:00 - 06:00, tuesday:09:00 - 06:00, wednesday:09:00 - 06:00, thursday:09:00 - 06:00, friday:09:00 - 06:00, saturday:09:00 - 06:00, sunday:11:00 - 05:00",Elliott's Field Retail Park Leicester Rd.  Rugby  CV21 1SR
3183,https://www.nike.com/retail/s/nike-factory-store-shisui,ナイキファクトリーストア 酒々井 - Nike Factory Store Shisui,酒々井町飯積2-4-1 酒々井プレミアムアウトレット2200 ,印旛郡,千葉県,285-0912,JP,+81 43 496 5131,NIKE_OWNED_STORE,35.715927,140.29499,"monday:10:00 - 07:00, tuesday:10:00 - 07:00, wednesday:10:00 - 07:00, thursday:10:00 - 07:00, friday:10:00 - 07:00, saturday:10:00 - 07:00, sunday:10:00 - 07:00",酒々井町飯積2-4-1 酒々井プレミアムアウトレット2200  印旛郡 千葉県 285-0912
809,https://www.nike.com/retail/s/nike-store-forum-les-halles,Nike Store Forum Les Halles,Centre Commercial Forum Les Halles 101 Porte Berger ,Paris,,75001,FR,+33 1401 37081,NIKE_OWNED_STORE,48.8612731,2.3475153,"monday:10:00 - 08:00, tuesday:10:00 - 08:00, wednesday:10:00 - 08:00, thursday:10:00 - 08:00, friday:10:00 - 08:00, saturday:10:00 - 08:00, sunday:11:00 - 07:00",Centre Commercial Forum Les Halles 101 Porte Berger  Paris  75001
LVL003,https://www.nike.com/retail/s/nike-spice,Nike Spice,29 Lielirbes St.  ,Riga,,,LV,371 67622527,FRANCHISEE_PARTNER_STORE,56.929893,24.035633,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:10:00 - 09:00",29 Lielirbes St.   Riga  
7244,https://www.nike.com/retail/s/nike-parque-arauco,Nike Parque Arauco,Av. Kennedy 5413 Shop 376 ,Santiago,Región Metropolitana,7560994,CL,+56 9 9232 8196,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,-33.390606,-70.546233,"monday:11:00 - 06:00, tuesday:11:00 - 06:00, wednesday:11:00 - 06:00, thursday:11:00 - 06:00, friday:11:00 - 06:00, saturday:11:00 - 06:00, sunday:11:00 - 06:00",Av. Kennedy 5413 Shop 376  Santiago Región Metropolitana 7560994
6811,https://www.nike.com/retail/s/nike-factory-store-mtt,Nike Factory Store - MTT,"CW1 Cosmo Walk Zone, No.101-101/1 Popular Rd, Banmai, Pakkret ",Nonthaburi,,11120,TH,+66 2089-1599,NIKE_OWNED_STORE,13.913982969911,100.550820187316,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00","CW1 Cosmo Walk Zone, No.101-101/1 Popular Rd, Banmai, Pakkret  Nonthaburi  11120"
543,https://www.nike.com/retail/s/nike-factory-store-zweibrucken,Nike Factory Store Zweibruecken,Londoner Bogen 10-90  ,Zweibruecken,Rheinland-Pfalz,66482,DE,+49 6332 479402,NIKE_OWNED_STORE,49.231327,7.402937,"monday:10:00 - 07:00, tuesday:10:00 - 07:00, wednesday:10:00 - 07:00, thursday:10:00 - 07:00, friday:10:00 - 07:00, saturday:09:00 - 07:00, sunday:Closed",Londoner Bogen 10-90   Zweibruecken Rheinland-Pfalz 66482
178821,https://www.nike.com/retail/s/耐克北京西单大悦城跑步体验店,耐克北京西单大悦城跑步体验店,北京市西城区西单北大街131号西单大悦城5层  ,北京,北京,100000,CN,+010-66016301,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,39.910761,116.372842,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00",北京市西城区西单北大街131号西单大悦城5层   北京 北京 100000
296,https://www.nike.com/retail/s/nike-unite-knoxville,Nike Unite - Knoxville,11275 Parkside Dr.  ,Knoxville,TN,37934,US,1-865-622-7656,NIKE_OWNED_STORE,35.9017993,-84.1571155,"monday:10:00 - 08:00, tuesday:10:00 - 08:00, wednesday:10:00 - 08:00, thursday:10:00 - 08:00, friday:10:00 - 08:00, saturday:10:00 - 08:00, sunday:12:00 - 06:00",11275 Parkside Dr.   Knoxville TN 37934
96667,https://www.nike.com/retail/s/nike-nara,나이키 김해,가락로 72  ,김해시,경상남도,50921,KR,055-335-2094,FRANCHISEE_PARTNER_STORE,35.232937,128.881813,"monday:10:30 - 08:30, tuesday:10:30 - 08:30, wednesday:10:30 - 08:30, thursday:10:30 - 08:30, friday:10:30 - 08:30, saturday:10:30 - 08:30, sunday:10:30 - 08:30",가락로 72   김해시 경상남도 50921
ROM005,https://www.nike.com/retail/s/nike-mosilor,Nike Mosilor,Calea Mosilor 284  ,Bucharest,,20894,RO,40740251356,FRANCHISEE_PARTNER_STORE,44.442835,26.118423,"monday:10:00 - 08:00, tuesday:10:00 - 08:00, wednesday:10:00 - 08:00, thursday:10:00 - 08:00, friday:10:00 - 08:00, saturday:10:00 - 06:00, sunday:Closed",Calea Mosilor 284   Bucharest  20894
542,https://www.nike.com/retail/s/nike-unite-portsmouth,Nike Unite Portsmouth,Gunwharf Quays Unit No.6 ,Portsmouth,,PO1 3TA,GB,+44 2392 752822,NIKE_OWNED_STORE,50.79602,-1.105721,"monday:10:00 - 08:00, tuesday:10:00 - 08:00, wednesday:10:00 - 08:00, thursday:10:00 - 08:00, friday:10:00 - 08:00, saturday:09:00 - 08:00, sunday:11:00 - 05:00",Gunwharf Quays Unit No.6  Portsmouth  PO1 3TA
238,https://www.nike.com/retail/s/nike-factory-store-marana,Nike Factory Store - Marana,Tucson Premium Outlets 6401 W Marana Center Blvd. Suite 522 ,Tucson,AZ,85742,US,+1 (520) 744-6499,NIKE_OWNED_STORE,32.374912,-111.101944,"monday:10:00 - 09:00, tuesday:10:00 - 09:00, wednesday:10:00 - 09:00, thursday:10:00 - 09:00, friday:10:00 - 09:00, saturday:10:00 - 09:00, sunday:Closed",Tucson Premium Outlets 6401 W Marana Center Blvd. Suite 522  Tucson AZ 85742
7471,https://www.nike.com/retail/s/nike-pacific-place,Nike Pacific Place,"Jl. Jend. Sudirman No 52-53 RT005/RW003 Senayan Kec. Kebayoran Baru Kota Jakarta Selatan DKI Jakarta 12190, lvl 3",Jakarta,Jakarta,12190,ID,(021) 57973260,MONO_BRAND_NON_FRANCHISEE_PARTNER_STORE,-6.22449,106.810489,"monday:11:00 - 09:00, tuesday:11:00 - 09:00, wednesday:11:00 - 09:00, thursday:11:00 - 09:00, friday:11:00 - 09:00, saturday:11:00 - 09:00, sunday:11:00 - 09:00","Jl. Jend. Sudirman No 52-53 RT005/RW003 Senayan Kec. Kebayoran Baru Kota Jakarta Selatan DKI Jakarta 12190, lvl 3 Jakarta Jakarta 12190"
672,https://www.nike.com/retail/s/izmir-nike-factory-store,Nike Factory Store Izmir,Optimum Avm Gaziemir Beyazevler Mah. Akçay Cad. No:103 İzmir ,İzmir,,35410,TR,+90 232 273 81 00,NIKE_OWNED_STORE,38.33653,27.13533,"monday:10:00 - 10:00, tuesday:10:00 - 10:00, wednesday:10:00 - 10:00, thursday:10:00 - 10:00, friday:10:00 - 10:00, saturday:10:00 - 10:00, sunday:10:00 - 10:00",Optimum Avm Gaziemir Beyazevler Mah. Akçay Cad. No:103 İzmir  İzmir  35410
KUW105,https://www.nike.com/retail/s/nike-kuwait-airport,Nike Kuwait Airport,Gazali Expressway Kuwait International Airport ,Kuwait City,,0,KW,00 965 24312314,FRANCHISEE_PARTNER_STORE,29.142461,47.581615,"monday:10:00 - 12:00, tuesday:10:00 - 12:00, wednesday:10:00 - 12:00, thursday:10:00 - 12:00, friday:10:00 - 12:00, saturday:10:00 - 12:00, sunday:10:00 - 12:00",Gazali Expressway Kuwait International Airport  Kuwait City  0
